timestamp,cpu_util,cpu_freq_mhz,num_processes,session,smart_freq,prediction_prob,freq_delta,smart_energy
2026-02-01 10:24:14.824488,0.016,0.9999999999999998,0.0618556701030925,session_1,1520,0.20325457134669442,0.0,17863.917525773115
2026-02-01 10:24:15.025476,0.139,0.9999999999999998,0.0618556701030925,session_1,1520,0.009646845874536743,0.0,17863.917525773115
2026-02-01 10:24:15.226377,0.12,0.9999999999999998,0.0618556701030925,session_1,1520,0.04532027461395241,0.0,17863.917525773115
2026-02-01 10:24:15.427911,0.025,0.9999999999999998,0.0618556701030925,session_1,1520,0.02722271956696436,0.0,17863.917525773115
2026-02-01 10:24:15.628762,0.068,0.9999999999999998,0.0618556701030925,session_1,1520,0.0005516179874895256,0.0,17863.917525773115
2026-02-01 10:24:15.830271,0.016,0.9999999999999998,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:16.031898,0.115,0.9999999999999998,0.0618556701030925,session_1,2000,0.6238881055540931,480.0,34639.175257731804
2026-02-01 10:24:16.232831,0.099,0.9999999999999998,0.0618556701030925,session_1,2000,0.6103364169854908,0.0,30927.83505154625
2026-02-01 10:24:16.434793,0.515,0.9999999999999998,0.0721649484536079,session_1,2000,0.6345981212771389,0.0,36082.47422680395
2026-02-01 10:24:16.635781,0.541,0.9999999999999998,0.0721649484536079,session_1,2000,0.6390902320590659,0.0,36082.47422680395
2026-02-01 10:24:16.837482,0.477,0.9999999999999998,0.0618556701030925,session_1,1520,0.053437754546958614,480.0,20684.536082474133
2026-02-01 10:24:17.038713,0.412,0.9999999999999998,0.0618556701030925,session_1,1520,0.13662382728319217,0.0,17863.917525773115
2026-02-01 10:24:17.239964,0.235,0.9999999999999998,0.0618556701030925,session_1,1520,0.2219169744538904,0.0,17863.917525773115
2026-02-01 10:24:17.440946,0.033,0.9999999999999998,0.0618556701030925,session_1,1520,0.5544794640460529,0.0,17863.917525773115
2026-02-01 10:24:17.642325,0.34,0.9999999999999998,0.0618556701030925,session_1,1520,0.00932553086790316,0.0,17863.917525773115
2026-02-01 10:24:17.843566,0.178,0.9999999999999998,0.0618556701030925,session_1,1520,0.06028827812995984,0.0,17863.917525773115
2026-02-01 10:24:18.044914,0.01,0.0,0.0618556701030925,session_1,1520,0.04068675468752215,0.0,17863.917525773115
2026-02-01 10:24:18.246308,0.073,0.9999999999999998,0.0618556701030925,session_1,1520,0.011504540691582257,0.0,17863.917525773115
2026-02-01 10:24:18.447267,0.039,0.9999999999999998,0.0618556701030925,session_1,1520,0.0011410596026490071,0.0,17863.917525773115
2026-02-01 10:24:18.649344,0.368,0.9999999999999998,0.0618556701030925,session_1,1520,0.0043942392260334215,0.0,17863.917525773115
2026-02-01 10:24:18.850508,0.0289999999999999,0.9999999999999998,0.0618556701030925,session_1,1520,0.0042423051177915,0.0,17863.917525773115
2026-02-01 10:24:19.052253,0.0289999999999999,0.0,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:19.253219,0.013,0.9999999999999998,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:19.455021,0.057,0.9999999999999998,0.0618556701030925,session_1,1520,0.0025,0.0,17863.917525773115
2026-02-01 10:24:19.655851,0.011,0.0,0.0618556701030925,session_1,1520,0.007297333333333334,0.0,17863.917525773115
2026-02-01 10:24:19.857305,0.033,0.0,0.0618556701030925,session_1,1520,0.009235633799517418,0.0,17863.917525773115
2026-02-01 10:24:20.058662,0.027,0.9999999999999998,0.0618556701030925,session_1,1520,0.00010090894183240794,0.0,17863.917525773115
2026-02-01 10:24:20.260093,0.008,0.9999999999999998,0.0618556701030925,session_1,1520,0.0070325890318418795,0.0,17863.917525773115
2026-02-01 10:24:20.461505,0.032,0.9999999999999998,0.0618556701030925,session_1,1520,0.04706680130061947,0.0,17863.917525773115
2026-02-01 10:24:20.662986,0.074,0.0,0.0618556701030925,session_1,1520,0.0002568421680281441,0.0,17863.917525773115
2026-02-01 10:24:20.863818,0.008,0.0,0.0618556701030925,session_1,1520,0.0033019921802271463,0.0,17863.917525773115
2026-02-01 10:24:21.065528,0.065,0.9999999999999998,0.0618556701030925,session_1,1520,0.002445764684891744,0.0,17863.917525773115
2026-02-01 10:24:21.267250,0.039,0.9999999999999998,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:21.468722,0.069,0.9999999999999998,0.0618556701030925,session_1,1520,0.0001703713957995493,0.0,17863.917525773115
2026-02-01 10:24:21.669753,0.042,0.0,0.0618556701030925,session_1,1520,0.0025,0.0,17863.917525773115
2026-02-01 10:24:21.870959,0.0279999999999999,0.0,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:22.072812,0.026,0.0,0.0618556701030925,session_1,1520,0.0002589301458384245,0.0,17863.917525773115
2026-02-01 10:24:22.274151,0.017,0.0,0.0618556701030925,session_1,1520,0.00010090894183240794,0.0,17863.917525773115
2026-02-01 10:24:22.475109,0.071,0.0,0.0618556701030925,session_1,1520,0.00010090894183240794,0.0,17863.917525773115
2026-02-01 10:24:22.676609,0.092,0.0,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:22.877759,0.047,0.0,0.0618556701030925,session_1,1520,0.0001703713957995493,0.0,17863.917525773115
2026-02-01 10:24:23.079863,0.083,0.0,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:23.280967,0.085,0.9999999999999998,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:23.482034,0.0559999999999999,0.9999999999999998,0.0618556701030925,session_1,1520,0.0,0.0,17863.917525773115
2026-02-01 10:24:23.683443,0.12,0.9999999999999998,0.0618556701030925,session_1,1520,0.0035237521951713862,0.0,17863.917525773115
2026-02-01 10:24:23.884645,0.024,0.0,0.0618556701030925,session_1,1520,0.005,0.0,17863.917525773115
2026-02-01 10:24:24.085911,0.045,0.9999999999999998,0.0618556701030925,session_1,1520,0.0012672646985752054,0.0,17863.917525773115
2026-02-01 10:24:24.287510,0.08,0.9999999999999998,0.0618556701030925,session_1,1520,0.0009044995595287221,0.0,17863.917525773115
