timestamp,cpu_usage,cpu_freq_mhz,smart_freq,prediction_prob,freq_delta,smart_energy
2026-02-04 20:39:45.269302,2.1,928.277409090909,1520,0.1390981493281593,0.0,2310400.0
2026-02-04 20:39:56.273337,6.2,969.2025,1520,0.04836145210400262,0.0,2310400.0
2026-02-04 20:40:07.277701,6.0,940.9249545454544,1520,0.03996917617027011,0.0,2310400.0
2026-02-04 20:40:18.282268,2.7,1226.3540909090907,1520,0.13587908411879207,0.0,2310400.0
2026-02-04 20:40:29.286548,0.9,534.2955454545455,1520,0.03270439429365629,0.0,2310400.0
2026-02-04 20:40:40.292093,1.0,553.2942272727273,1520,0.04083071534125137,0.0,2310400.0
2026-02-04 20:40:51.297224,0.9,516.5987272727272,1520,0.040435442092433674,0.0,2310400.0
2026-02-04 20:41:02.302501,0.2,477.0867272727273,1520,0.0051618941284644684,0.0,2310400.0
2026-02-04 20:41:13.307859,0.3,484.79836363636366,1520,0.0,0.0,2310400.0
2026-02-04 20:41:24.313539,1.7,596.4465454545455,1520,0.0,0.0,2310400.0
2026-02-04 20:41:35.318505,0.4,729.6188181818181,1520,0.0,0.0,2310400.0
2026-02-04 20:41:46.322593,2.6,484.1318636363636,1520,0.0,0.0,2310400.0
2026-02-04 20:41:57.327836,0.7,479.9616818181818,1520,0.015,0.0,2310400.0
2026-02-04 20:42:08.333019,0.4,637.9965454545454,1520,0.0125,0.0,2310400.0
2026-02-04 20:42:19.337937,0.2,544.7243636363636,1520,0.0,0.0,2310400.0
2026-02-04 20:42:30.342767,0.4,531.7689090909091,1520,0.0025,0.0,2310400.0
2026-02-04 20:42:41.348377,1.5,479.5600909090909,1520,0.0025,0.0,2310400.0
2026-02-04 20:42:52.354061,0.2,552.0318181818183,1520,0.0,0.0,2310400.0
2026-02-04 20:43:03.358592,0.1,818.5598636363636,1520,0.0025,0.0,2310400.0
2026-02-04 20:43:14.364172,0.5,570.2300909090909,1520,0.0,0.0,2310400.0
2026-02-04 20:43:25.369483,0.5,588.7299090909091,1520,0.0,0.0,2310400.0
2026-02-04 20:43:36.375054,0.4,539.630090909091,1520,0.0,0.0,2310400.0
2026-02-04 20:43:47.379347,1.0,911.6804545454544,1520,0.0,0.0,2310400.0
2026-02-04 20:43:58.383481,0.5,570.2550454545454,1520,0.0,0.0,2310400.0
2026-02-04 20:44:09.388474,0.2,836.0180909090909,1520,0.0,0.0,2310400.0
2026-02-04 20:44:20.394187,0.5,767.8562272727272,1520,0.0,0.0,2310400.0
2026-02-04 20:44:31.399283,6.3,774.3534545454545,1520,0.0,0.0,2310400.0
2026-02-04 20:44:42.403334,0.4,547.6263636363636,1520,0.017730015552099535,0.0,2310400.0
2026-02-04 20:44:53.408416,8.6,1052.6017272727274,1520,0.0322697508468429,0.0,2310400.0
2026-02-04 20:45:04.412592,4.9,657.4687272727273,1520,0.11917093391275854,0.0,2310400.0
2026-02-04 20:45:15.417684,3.1,551.3379545454545,1520,0.29884789989476185,0.0,2310400.0
2026-02-04 20:45:26.422439,4.1,1108.2141818181815,1520,0.3214724778923255,0.0,2310400.0
2026-02-04 20:45:37.426691,2.3,751.5902272727272,1520,0.21004703412016043,0.0,2310400.0
2026-02-04 20:45:48.431433,2.2,833.1116363636363,1520,0.09550626450694683,0.0,2310400.0
2026-02-04 20:45:59.436091,1.0,637.7108181818182,1520,0.010267709313193884,0.0,2310400.0
2026-02-04 20:46:10.441197,1.0,844.7524545454544,1520,0.005100686218446206,0.0,2310400.0
2026-02-04 20:46:21.445537,3.9,941.9488181818182,1520,0.002767709313193885,0.0,2310400.0
2026-02-04 20:46:32.449841,0.5,656.9508181818181,1520,0.0325,0.0,2310400.0
2026-02-04 20:46:43.454762,0.6,555.0512727272727,1520,0.045,0.0,2310400.0
2026-02-04 20:46:54.459950,4.0,767.0157727272727,1520,0.005,0.0,2310400.0
2026-02-04 20:47:05.464206,0.6,549.2541363636363,1520,0.048196813984765344,0.0,2310400.0
2026-02-04 20:47:16.469344,0.7,579.1293181818181,1520,0.0925,0.0,2310400.0
2026-02-04 20:47:27.474229,0.5,618.6582272727272,1520,0.01,0.0,2310400.0
2026-02-04 20:47:38.479459,0.9,688.5421363636364,1520,0.0225,0.0,2310400.0
2026-02-04 20:47:49.484460,0.7,616.2597727272728,1520,0.007767709313193884,0.0,2310400.0
2026-02-04 20:48:00.489861,0.6,478.8532272727273,1520,0.0,0.0,2310400.0
2026-02-04 20:48:11.494791,0.5,511.2879090909091,1520,0.0,0.0,2310400.0
2026-02-04 20:48:22.500068,1.0,519.8975454545454,1520,0.0,0.0,2310400.0
2026-02-04 20:48:33.505079,3.6,1142.228409090909,1520,0.0,0.0,2310400.0
2026-02-04 20:48:44.509160,3.2,1332.4164090909092,1520,0.0075,0.0,2310400.0
2026-02-04 20:48:55.513891,2.9,623.0070454545455,1520,0.02578955797565663,0.0,2310400.0
2026-02-04 20:49:06.517336,1.7,506.1617272727273,1520,0.012154875246382386,0.0,2310400.0
2026-02-04 20:49:17.522762,0.6,520.1852272727273,1520,0.0225,0.0,2310400.0
2026-02-04 20:49:28.527910,0.5,585.9978636363636,1520,0.015161894128464469,0.0,2310400.0
2026-02-04 20:49:39.533227,0.7,480.57090909090914,1520,0.0,0.0,2310400.0
2026-02-04 20:49:50.538626,1.0,582.1476363636364,1520,0.0075,0.0,2310400.0
2026-02-04 20:50:01.547006,0.5,479.1075454545455,1520,0.0,0.0,2310400.0
2026-02-04 20:50:12.551615,1.1,573.309090909091,1520,0.0,0.0,2310400.0
2026-02-04 20:50:23.556593,0.7,492.1040454545455,1520,0.0,0.0,2310400.0
2026-02-04 20:50:34.562421,0.8,1042.8428636363635,1520,0.0,0.0,2310400.0
2026-02-04 20:50:45.566927,2.3,712.0352727272727,1520,0.0,0.0,2310400.0
2026-02-04 20:50:56.571021,0.6,627.9458181818181,1520,0.0,0.0,2310400.0
2026-02-04 20:51:07.575883,0.7,636.8990909090909,1520,0.0,0.0,2310400.0
2026-02-04 20:51:18.580609,0.6,702.0158636363636,1520,0.0,0.0,2310400.0
2026-02-04 20:51:29.585381,10.0,853.4820454545456,1520,0.0025,0.0,2310400.0
2026-02-04 20:51:40.589454,4.8,851.9480454545454,1520,0.05891091473172871,0.0,2310400.0
2026-02-04 20:51:51.593257,1.8,730.5657272727273,1520,0.055235634811150396,0.0,2310400.0
2026-02-04 20:52:02.598005,1.8,593.1751363636363,1520,0.11982237665833446,0.0,2310400.0
2026-02-04 20:52:13.603322,0.5,613.727,1520,0.1814175478186831,0.0,2310400.0
2026-02-04 20:52:24.608729,0.9,717.2911818181818,1520,0.20631183458591898,0.0,2310400.0
2026-02-04 20:52:35.613851,0.8,555.3365,1520,0.015267709313193885,0.0,2310400.0
2026-02-04 20:52:46.618817,0.7,746.2350909090909,1520,0.0025,0.0,2310400.0
2026-02-04 20:52:57.623508,2.6,987.5229545454544,1520,0.0,0.0,2310400.0
2026-02-04 20:53:08.627793,0.7,513.5179545454546,1520,0.0,0.0,2310400.0
2026-02-04 20:53:19.632407,1.1,481.0488636363637,1520,0.0025,0.0,2310400.0
2026-02-04 20:53:30.638118,0.7,470.7183636363636,1520,0.0025,0.0,2310400.0
